YBL004W,0,1,0,0,0,1,0.146,49.15,0.355,2493,-0.168993,1.3,0,386,2,0.279904174,0,0.044506816,0.059342422,0,0,4,1
YBL005W,0,1,0,1,0,0,0.148,49.38,0.36,976,-0.308299,4.8,89,3,2,0.267402006,0,0.065506653,0.067553736,0,0,4,0
YBL007C,0,1,0,0,0,1,0.189,47.57,0.434,1244,-0.654421,2.9,0,55,2,0.266044305,0,0.02248996,0.059437751,0,0,3,0
YBL008W,0,1,0,1,0,0,0.128,50.93,0.396,840,-0.383809,0.3,0,28,2,0.257788644,0,0.032104637,0.071343639,0,0,3,0
YBL010C,0,0,0,0,0,1,0.122,56.41,0.382,280,-0.856071,0.2,0,1,2,0.254463259,0,0.035587189,0.056939502,0,0,4,0
YBL014C,0,1,0,0,0,1,0.12,54.69,0.393,894,-0.484564,0.6,0,4,2,0.248067059,0,0.029050279,0.05698324,0,0,4,1
YBL015W,1,0,0,0,0,0,0.217,47.73,0.46,526,-0.359696,0.9,0,103,2,0.238688588,0,0.032258065,0.079696395,0,0,6,0
YBL016W,0,1,0,1,0,0,0.11,58.56,0.458,353,-0.287819,1,0,22,2,0.236633589,0,0.056497175,0.084745763,0,0,5,0
YBL017C,0,0,0,0,0,1,0.163,49.93,0.39,1579,-0.477708,1.3,18,21,2,0.235566121,0,0.062658228,0.067088608,1,0,3,0
YBL018C,0,0,0,1,0,0,0.175,50.4,0.371,133,-0.467669,1,0,9,2,0.229283062,1,0.052238806,0.089552239,0,0,3,1
YBL019W,0,1,0,1,0,0,0.122,49.1,0.375,520,-0.490962,0.2,0,1,2,0.226674652,0,0.049904031,0.067178503,0,0,4,0
YBL021C,0,1,0,1,0,0,0.091,61,0.481,144,-0.702778,0.7,0,7,2,0.223896529,0,0.048275862,0.068965517,0,0,4,0
YBL022C,1,0,0,0,0,0,0.186,50.94,0.407,1133,-0.582701,2.4,0,53,2,0.222889322,0,0.031746032,0.049382716,0,0,5,0
YBL023C,0,1,0,1,0,0,0.175,46.88,0.401,868,-0.637327,0.3,1,79,2,0.218278794,0,0.04027618,0.054085155,0,0,5,1
YBL024W,0,0,0,1,0,0,0.27,41.3,0.387,684,-0.580409,1.4,0,5,2,0.212139622,0,0.035036496,0.081751825,0,0,5,0
YBL025W,0,0,0,0,0,1,0.099,48.44,0.402,145,-0.311724,0.7,0,6,2,0.21084464,0,0.061643836,0.068493151,0,0,4,0
YBL026W,0,1,0,1,0,0,0.169,41.2,0.347,95,-0.293684,2,0,168,2,0.20978947,1,0.041666667,0.052083333,0,0,0,1
YBL027W,0,1,0,0,0,0,0.708,28.39,0.446,189,-0.950794,42,1,80,2,0.207083906,1,0.021052632,0.052631579,0,0,0,0
YBL029W,0,1,0,1,0,0,0.117,50.58,0.38,376,-0.843085,0.3,109,8,2,0.204268889,0,0.053050398,0.042440318,0,1,5,0
YBL031W,0,0,0,0,0,1,0.131,52.58,0.398,338,-0.997929,0.1,0,1,2,0.198814717,0,0.014749263,0.061946903,0,0,4,0
YBL032W,0,1,0,0,0,0,0.191,51.5,0.463,381,-0.397375,1.3,0,28,2,0.196951567,0,0.020942408,0.034031414,0,0,4,0
YBL033C,0,1,0,1,0,0,0.112,54.9,0.481,345,-0.59971,1.6,0,2,2,0.196347734,0,0.049132948,0.078034682,0,0,4,0
YBL034C,0,0,0,0,0,1,0.148,52.39,0.354,1513,-0.444679,0.5,0,18,2,0.194744072,0,0.040290621,0.061426684,0,0,3,1
YBL035C,0,0,0,1,0,0,0.145,50.93,0.394,705,-0.437872,0.8,0,32,2,0.188866848,0,0.033994334,0.041076487,0,0,3,1
YBL036C,0,1,0,1,0,0,0.236,43.25,0.37,257,-0.453696,1.8,0,8,2,0.185927621,0,0.03875969,0.062015504,0,0,4,0
YBL037W,0,0,0,0,0,1,0.135,52.01,0.376,1025,-0.088585,0.3,0,11,2,0.180994885,0,0.043859649,0.046783626,0,0,4,0
YBL038W,1,0,0,0,0,0,0.154,50.94,0.397,232,-0.619397,1.9,0,64,2,0.179738028,0,0.042918455,0.064377682,0,0,4,0
YBL039C,0,1,0,0,0,0,0.309,42.26,0.402,579,-0.239378,6.6,2,84,2,0.179173548,0,0.044827586,0.087931034,0,0,5,0
YBL042C,0,0,0,0,0,1,0.168,51.74,0.418,639,0.190923,2.5,0,1,2,0.172448991,0,0.0734375,0.071875,10,0,4,0
YBL045C,1,0,0,0,0,0,0.293,41.66,0.422,457,-0.23151,3.2,0,189,2,0.16661481,0,0.019650655,0.050218341,0,0,3,0
YBL046W,0,0,0,1,0,0,0.129,57.09,0.408,441,-1.035601,0.5,2,14,2,0.162812262,0,0.038461538,0.07239819,0,0,3,0
YBL047C,0,0,0,0,0,1,0.197,48.19,0.413,1381,-0.684939,0.7,0,117,2,0.162340018,0,0.012301013,0.037626628,0,0,4,0
YBL051C,0,1,0,0,0,0,0.187,47.02,0.391,668,-0.795659,0.8,0,63,2,0.153385829,0,0.032884903,0.049327354,0,0,4,0
YBL052C,0,0,0,1,0,0,0.132,49.81,0.355,831,-0.853309,0.7,1,4,2,0.149837851,0,0.055288462,0.0625,0,0,4,0
YBL054W,0,1,0,1,0,0,0.142,50.93,0.416,525,-0.940381,1.2,1,1,2,0.144568149,0,0.024714829,0.08365019,0,0,3,0
YBL056W,0,1,0,1,0,0,0.177,47.81,0.39,468,-0.410257,1.8,2,38,2,0.139861696,0,0.040511727,0.089552239,0,0,5,0
YBL058W,0,1,0,1,0,0,0.144,51.81,0.442,423,-0.960993,2.5,0,31,2,0.137001177,0,0.033018868,0.04245283,0,0,5,0
YBL059W,1,0,0,0,0,0,0.089,56.31,0.392,193,-0.310881,0.4,0,2,2,0.135964454,1,0.030927835,0.097938144,2,0,2,0
YBL061C,0,1,0,1,0,1,0.113,50.48,0.394,696,-0.684626,1.4,0,12,2,0.132043845,0,0.043041607,0.06025825,0,0,5,0
YBL063W,0,0,0,0,0,1,0.143,54.49,0.362,1111,-0.625473,0.3,0,2,2,0.125255338,0,0.035071942,0.057553957,0,0,3,0
YBL064C,1,0,0,0,0,0,0.206,51.44,0.419,261,-0.288123,1.9,0,6,2,0.124357582,0,0.030534351,0.045801527,0,0,4,0
YBL067C,0,0,0,0,0,0,0.142,46.41,0.373,688,-0.619041,0.5,1,1,2,0.117917109,0,0.053701016,0.065312046,0,0,4,0
YBL068W,0,1,0,0,0,0,0.199,44.53,0.39,327,-0.060245,2.7,3,1,2,0.113648466,0,0.036585366,0.067073171,0,0,6,0
YBL072C,0,1,0,0,0,0,0.747,28.36,0.437,200,-0.8295,53.5,1,60,2,0.109603647,0,0.039800995,0.049751244,0,0,6,0
YBL074C,0,1,0,1,0,0,0.143,55.32,0.381,355,-0.63662,1.2,0,119,2,0.107960632,0,0.070224719,0.098314607,0,0,4,1
YBL075C,0,1,0,0,0,0,0.177,44.81,0.416,649,-0.489368,0.2,18,52,2,0.106311467,0,0.023076923,0.027692308,0,1,6,0
YBL076C,0,1,0,0,0,0,0.342,39.51,0.389,1072,-0.340392,5.8,0,109,2,0.10362189,0,0.052190121,0.064305685,0,0,4,1
YBL079W,0,0,0,0,0,1,0.151,51.52,0.373,1502,-0.188549,1.2,0,2,2,0.092549982,0,0.045242848,0.051896208,0,0,3,0
YBL080C,1,0,0,0,0,0,0.132,56.65,0.412,541,-0.396118,0.2,0,7,2,0.091856374,0,0.044280443,0.062730627,0,0,3,0
YBL082C,0,1,0,0,1,0,0.107,56.01,0.479,458,0.429039,0.5,0,1,2,0.08746844,0,0.069716776,0.124183007,9,0,3,0
YBL084C,0,1,0,1,0,0,0.116,50.98,0.372,758,-0.434697,0.4,286,12,2,0.085399913,0,0.068511199,0.075098814,0,0,6,1
YBL085W,0,1,0,0,0,1,0.132,51.21,0.4,980,-0.893061,1.4,15,11,2,0.078551146,0,0.03058104,0.051987768,0,0,3,0
YBL086C,0,0,0,0,0,1,0.115,49.42,0.412,466,-0.850429,0.3,0,2,2,0.076984378,0,0.034261242,0.059957173,0,0,4,0
YBL087C,0,0,0,1,0,0,0.624,31.24,0.472,137,-0.077372,54.2,1,88,2,0.074692027,1,0.028985507,0.072463768,0,0,6,0
YBL090W,1,0,0,0,0,0,0.136,58.81,0.394,177,-0.752542,1.2,0,38,2,0.060041395,0,0.016853933,0.061797753,0,0,4,0
YBL091C,0,1,0,1,0,0,0.211,49.45,0.434,421,-0.70285,3.9,0,2,2,0.059799124,0,0.052132701,0.071090047,1,0,5,0
YBL093C,0,0,0,1,0,0,0.104,49.28,0.444,220,-1.000909,1.7,0,47,2,0.055236559,0,0.045248869,0.054298643,0,0,4,0
YBL095W,1,0,0,0,0,0,0.121,55.86,0.432,270,-0.115556,0.6,0,2,2,0.053218453,0,0.033210332,0.092250923,0,0,4,0
YBL097W,0,0,0,1,0,0,0.147,51.21,0.378,754,-0.890716,1.2,0,1,2,0.050210358,0,0.025165563,0.056953642,0,0,3,1
YBL098W,1,0,0,0,0,0,0.165,51.45,0.386,460,-0.282391,0.4,0,1,2,0.048136911,0,0.052060738,0.084598698,0,0,4,0
YBL099W,1,0,0,0,0,0,0.471,35.52,0.438,545,-0.085321,3.4,0,15,2,0.045564166,0,0.027472527,0.021978022,0,1,4,0
YBL101C,0,1,0,0,0,0,0.124,52.41,0.414,1117,-0.651388,0.8,0,1,2,0.034802168,0,0.037567084,0.046511628,0,0,4,0
YBL102W,0,0,0,0,0,1,0.099,53.99,0.448,215,0.289302,2.4,0,4,2,0.02963577,0,0.050925926,0.078703704,4,0,4,0
YBL103C,0,1,0,1,0,0,0.147,46.88,0.397,486,-0.824486,0.2,0,4,2,0.028943391,0,0.032854209,0.067761807,0,0,4,0
YBL104C,0,1,0,0,0,0,0.142,50.87,0.39,1038,-0.559345,0.7,0,86,2,0.026186175,0,0.060635226,0.080846968,0,0,5,0
YBL105C,0,1,0,0,0,1,0.171,50.96,0.388,1151,-0.681408,0.4,0,17,2,0.021762577,0,0.045138889,0.078993056,0,0,5,1
YBL107C,0,1,0,0,0,0,0.104,52.66,0.374,196,-0.978061,0.8,0,1,2,0.012975641,0,0.055837563,0.060913706,0,0,4,0
YBR001C,1,1,0,0,0,0,0.123,49.02,0.394,780,-0.543974,0.4,4,5,2,0.296686052,0,0.070422535,0.069142125,0,0,4,0
YBR003W,1,0,0,0,0,0,0.14,51.56,0.406,473,-0.2537,0.8,0,2,2,0.29856273,0,0.02742616,0.063291139,0,0,5,0
YBR006W,0,1,0,0,0,0,0.195,45.77,0.408,497,-0.052918,1.5,0,2,2,0.303729129,0,0.0562249,0.062248996,0,0,3,0
YBR008C,0,0,0,0,1,1,0.156,51.25,0.412,548,0.410219,1.7,0,1,2,0.312581244,0,0.080145719,0.087431694,12,0,4,0
YBR009C,0,0,0,1,0,0,0.734,31,0.43,103,-0.503883,17.3,1,310,2,0.314391512,0,0.038461538,0.028846154,0,0,6,0
YBR010W,0,0,0,1,0,0,0.622,29.68,0.434,136,-0.677941,45.5,1,53,2,0.315187194,0,0.01459854,0.02189781,0,0,5,0
YBR011C,0,1,0,1,0,0,0.621,32.6,0.427,287,-0.51777,12.3,0,178,2,0.317208989,0,0.041666667,0.055555556,0,0,6,1
YBR014C,0,0,0,0,1,0,0.154,50.53,0.391,203,-0.436946,2.5,0,7,2,0.328723625,0,0.034313725,0.058823529,1,0,2,0
YBR017C,0,1,0,1,0,0,0.144,51.67,0.39,918,-0.030719,0.8,42,62,2,0.336553775,0,0.040261153,0.081610446,0,0,3,0
YBR023C,0,0,0,0,0,1,0.167,49.09,0.392,1165,-0.267039,2.1,0,2,2,0.35404402,0,0.054030875,0.084048027,6,0,4,0
YBR025C,0,1,0,0,0,0,0.567,33.25,0.396,394,-0.288579,12.3,0,154,2,0.35888944,0,0.040506329,0.060759494,0,0,6,0
YBR028C,0,1,0,0,0,0,0.149,51.07,0.382,525,-0.567048,0.6,0,21,2,0.363977131,0,0.057034221,0.060836502,0,0,4,0
YBR031W,0,1,0,0,0,0,0.803,27.42,0.483,362,-0.305801,49.6,1,79,2,0.369098026,0,0.019283747,0.055096419,0,0,5,0
YBR034C,0,1,0,1,0,0,0.267,42.92,0.407,348,-0.377874,3.4,0,8,2,0.376243176,0,0.054441261,0.083094556,0,0,6,0
YBR037C,1,0,0,0,0,0,0.111,53.81,0.451,295,-0.357288,0.4,0,2,2,0.382976342,0,0.057432432,0.047297297,0,0,3,0
YBR039W,1,0,0,0,0,0,0.337,40.8,0.391,311,-0.309646,5.2,0,236,2,0.388048046,0,0.03525641,0.054487179,0,0,5,0
YBR041W,0,0,0,0,0,1,0.194,46.59,0.377,669,-0.173393,1.7,0,1,2,0.391357443,0,0.064179104,0.076119403,3,0,5,0
YBR042C,0,0,0,0,0,1,0.133,52.18,0.371,397,-0.007809,2,0,2,2,0.395468671,0,0.055276382,0.065326633,4,0,4,0
YBR043C,0,0,0,0,0,1,0.124,52.14,0.41,689,-0.06328,0.8,0,2,2,0.398341489,0,0.056521739,0.068115942,12,0,3,0
YBR046C,0,1,0,1,0,0,0.156,46.5,0.39,334,-0.153593,0.8,0,1,2,0.407643712,0,0.071641791,0.023880597,0,0,4,0
YBR047W,1,0,0,0,0,0,0.149,54.04,0.368,175,-0.418286,0.2,0,2,2,0.408039708,0,0.039772727,0.0625,0,0,4,0
YBR048W,0,1,0,0,0,0,0.733,30.11,0.44,156,-0.457051,15,1,57,2,0.40926705,1,0.050955414,0.063694268,0,0,3,0
YBR049C,0,0,0,1,0,0,0.199,48.97,0.388,810,-1.195062,1.5,1,57,2,0.414170271,0,0.027127004,0.077681874,0,0,4,1
YBR052C,0,0,0,0,0,1,0.149,53.92,0.444,210,-0.15,2.3,0,1,2,0.417286589,0,0.066350711,0.071090047,0,0,4,0
YBR054W,0,0,0,0,0,1,0.457,33.55,0.408,344,0.145349,3.8,3,2,2,0.421897117,0,0.055072464,0.086956522,7,0,4,0
YBR055C,0,1,0,1,0,0,0.127,50.87,0.373,899,-0.540934,0.4,0,146,2,0.427062286,0,0.044444444,0.062222222,0,0,4,1
YBR056W,0,1,0,0,0,0,0.202,48.82,0.384,501,-0.615968,0.8,0,1,2,0.427773111,0,0.049800797,0.099601594,0,0,3,0
YBR057C,0,1,0,0,0,0,0.123,52.88,0.384,366,-0.867213,0.3,0,18,2,0.43443126,0,0.035422343,0.089918256,0,0,4,0
YBR058C,0,1,0,1,0,0,0.162,52.01,0.379,781,-0.523304,0.7,0,11,2,0.43778124,0,0.065217391,0.088235294,1,0,4,0
YBR059C,0,1,0,0,0,1,0.146,50.48,0.403,1108,-0.829693,0.9,1,15,2,0.442909515,0,0.037871957,0.057709648,0,0,5,0
YBR060C,0,1,0,1,0,0,0.14,53.77,0.387,620,-0.706613,0.4,0,32,2,0.445771264,0,0.035426731,0.056360709,0,0,4,1
YBR061C,0,1,0,0,0,0,0.143,49.29,0.404,310,-0.38871,1.1,0,19,2,0.44971278,0,0.054662379,0.07073955,0,0,4,0
YBR065C,0,0,0,1,0,0,0.107,58.45,0.373,364,-0.411539,0.1,0,97,2,0.454582796,0,0.038356164,0.071232877,0,0,2,0
YBR066C,0,1,0,1,0,0,0.124,54.02,0.38,220,-0.867273,1.1,0,2,2,0.455838424,0,0.054298643,0.108597285,0,0,3,0
YBR067C,0,0,1,0,0,0,0.45,34.87,0.479,210,0.260952,11.6,2,2,2,0.458341071,0,0.023696682,0.018957346,0,0,3,0
YBR068C,0,0,0,0,1,1,0.157,50.32,0.403,609,0.239409,3.1,4,2,2,0.461975136,0,0.063934426,0.07704918,12,0,4,0
YBR069C,0,0,0,0,0,1,0.151,51.3,0.418,619,0.245234,4.4,3,11,2,0.465348483,0,0.061290323,0.080645161,12,0,4,0
YBR070C,0,0,0,0,0,0,0.101,54.74,0.395,237,0.310126,1,0,1,2,0.467194416,0,0.058823529,0.084033613,1,0,4,1
YBR072W,0,0,0,0,0,0,0.338,41.26,0.427,214,-0.687851,0.3,0,5,2,0.469772081,0,0.03255814,0.027906977,0,0,4,0
YBR073W,0,0,0,1,0,0,0.135,51.13,0.379,924,-0.423809,2.2,0,2,2,0.471225707,0,0.044324324,0.062702703,0,0,3,0
YBR077C,0,0,0,0,0,1,0.142,54.8,0.391,162,-0.241358,1.3,0,3,2,0.48238985,0,0.055214724,0.085889571,0,0,3,0
YBR079C,0,1,0,0,0,0,0.355,41.71,0.405,964,-0.669813,3.3,0,228,2,0.489748985,0,0.033160622,0.045595855,0,0,5,1
YBR080C,0,0,0,0,0,1,0.193,47.4,0.385,758,-0.241953,1,0,83,2,0.492962458,0,0.025032938,0.04743083,0,0,6,1
YBR081C,0,0,0,1,0,0,0.154,52.45,0.367,1332,-0.905405,0.3,0,112,2,0.498325625,0,0.030007502,0.048012003,0,0,4,0
YBR082C,0,1,0,1,0,0,0.313,39.88,0.437,148,-0.314865,10.3,1,3,2,0.500684385,1,0.067114094,0.080536913,0,0,3,0
YBR083W,0,1,0,1,0,0,0.121,53.01,0.405,486,-0.804938,0.9,0,37,2,0.503143989,0,0.051334702,0.049281314,0,0,4,0
YBR084W,1,0,0,0,0,0,0.208,47.36,0.416,975,-0.158564,4,4,206,2,0.505462166,0,0.033811475,0.058401639,0,0,3,0
YBR085W,1,0,0,0,0,0,0.198,41.46,0.405,307,0.087296,0.9,1,161,2,0.51152386,0,0.048701299,0.058441558,4,0,5,0
YBR086C,0,0,0,0,0,1,0.176,48.75,0.38,946,-0.211311,4,1,25,2,0.520203803,0,0.043294615,0.059134108,8,0,4,0
YBR087W,0,0,0,1,0,0,0.152,44.92,0.372,354,-0.057062,1.6,0,37,2,0.521094179,0,0.047887324,0.078873239,0,0,5,1
YBR088C,0,0,0,1,0,0,0.256,44.22,0.385,258,0.000387,5.8,0,25,2,0.523555013,0,0.030888031,0.046332046,0,0,5,1
YBR090C,0,1,0,1,0,0,0.08,51.49,0.445,122,-0.346721,3.4,2,1,2,0.525143918,1,0.040650407,0.06504065,1,0,4,0
YBR093C,0,0,0,0,1,0,0.46,36.59,0.424,467,-0.406852,0.3,3,2,2,0.529931537,0,0.087606838,0.070512821,0,0,4,0
YBR094W,0,1,0,0,0,0,0.176,49.99,0.374,753,-0.425896,0.3,0,5,2,0.531265872,0,0.051724138,0.068965517,0,0,3,0
YBR095C,0,0,0,1,0,0,0.146,48.66,0.378,430,-0.626279,0.7,0,29,2,0.535769407,0,0.020881671,0.030162413,0,0,4,0
YBR096W,0,0,1,0,0,0,0.209,48.11,0.375,230,-0.133913,4.2,0,1,2,0.536166633,0,0.121212121,0.086580087,0,0,4,0
YBR097W,0,0,0,0,0,1,0.135,50.22,0.347,1454,-0.113617,0.3,0,7,2,0.537310349,0,0.057044674,0.06185567,0,0,3,0
YBR101C,0,1,0,0,0,0,0.158,48.79,0.382,290,-0.242414,2.5,0,16,2,0.546831477,0,0.027491409,0.054982818,0,0,4,0
YBR102C,0,0,0,0,0,1,0.132,50.58,0.38,753,-0.626826,0.2,0,12,2,0.550065856,0,0.023872679,0.054376658,0,0,4,1
YBR103W,0,0,0,1,0,0,0.108,52.62,0.407,535,-0.289907,0.8,0,90,2,0.550540559,0,0.037313433,0.070895522,0,0,4,0
YBR105C,0,1,0,1,0,0,0.125,56.44,0.424,362,-0.656077,1.9,0,41,2,0.555779516,0,0.060606061,0.063360882,0,0,3,0
YBR106W,0,0,1,0,0,0,0.529,34.84,0.434,188,-0.16649,19.8,0,2,2,0.55662685,0,0.047619048,0.111111111,1,0,4,0
YBR107C,0,0,0,1,0,1,0.12,58.95,0.422,245,-0.165714,0.6,0,10,2,0.558929039,0,0.056910569,0.077235772,0,0,4,0
YBR109C,0,0,0,0,0,1,0.22,50.8,0.39,147,-0.294558,8.5,0,92,2,0.563640411,0,0,0.047297297,0,0,6,1
YBR112C,0,0,0,1,0,0,0.162,45.8,0.438,966,-0.838302,0.7,619,12,2,0.572750784,0,0.038262668,0.05377456,0,2,6,0
YBR114W,0,1,0,1,0,0,0.163,51.15,0.401,790,-0.599367,0.2,0,61,2,0.574568432,0,0.048040455,0.078381795,0,0,5,0
YBR115C,0,1,0,0,0,0,0.212,46.1,0.4,1392,-0.256753,2.1,0,9,2,0.58278105,0,0.046661881,0.056712132,0,0,4,0
YBR117C,0,1,0,1,0,0,0.168,51.32,0.45,681,-0.351101,0.1,2,4,2,0.585869083,0,0.046920821,0.061583578,0,0,5,0
YBR118W,0,1,0,0,0,0,0.876,25.81,0.447,458,-0.299782,50.8,1,18,2,0.587386658,0,0.032679739,0.069716776,0,0,6,0
YBR119W,0,0,0,1,0,0,0.113,54.67,0.38,298,-0.672483,0.4,0,112,2,0.589436738,1,0.026755853,0.040133779,0,0,2,0
